drug_name,target
amantadine,Neuronal acetylcholine receptor subunit alpha-7 antagonist
amantadine,Dopamine D2 receptor inhibitor
amantadine,Dopamine D2 receptor antagonist
amantadine,Dopamine D2 receptor agonist
amantadine,Neuronal acetylcholine receptor subunit alpha-4 inhibitor
amantadine,Neuronal acetylcholine receptor subunit alpha-4 antagonist
amantadine,Neuronal acetylcholine receptor subunit alpha-4 agonist
almotriptan,5-hydroxytryptamine receptor 1B agonist
almotriptan,5-hydroxytryptamine receptor 1D agonist
buprenorphine,Mu-type opioid receptor antagonist
buprenorphine,Kappa-type opioid receptor partial agonist
buprenorphine,Kappa-type opioid receptor antagonist
buprenorphine,Delta-type opioid receptor antagonist
levosimendan,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A inhibitor"
cyclobenzaprine,5-hydroxytryptamine receptor 2A antagonist
cyclobenzaprine,5-hydroxytryptamine receptor 2A inhibitor
cyclobenzaprine,5-hydroxytryptamine receptor 2B antagonist
cyclobenzaprine,5-hydroxytryptamine receptor 2B inhibitor
cyclobenzaprine,5-hydroxytryptamine receptor 2C antagonist
cyclobenzaprine,5-hydroxytryptamine receptor 2C inhibitor
cyclobenzaprine,5-hydroxytryptamine receptor 6 antagonist
cyclobenzaprine,5-hydroxytryptamine receptor 6 inhibitor
cyclobenzaprine,Sodium-dependent serotonin transporter antagonist
cyclobenzaprine,Sodium-dependent serotonin transporter inhibitor
cyclobenzaprine,Sodium-dependent noradrenaline transporter antagonist
cyclobenzaprine,Sodium-dependent noradrenaline transporter inhibitor
cyclobenzaprine,5-hydroxytryptamine receptor 7 antagonist
cyclobenzaprine,5-hydroxytryptamine receptor 7 inhibitor
phenoxybenzamine,Alpha-1A adrenergic receptor antagonist
phenoxybenzamine,Alpha-1A adrenergic receptor inhibitor
phenoxybenzamine,Alpha-2A adrenergic receptor antagonist
phenoxybenzamine,Alpha-2A adrenergic receptor inhibitor
phenoxybenzamine,Alpha-2C adrenergic receptor antagonist
phenoxybenzamine,Alpha-2C adrenergic receptor inhibitor
phenoxybenzamine,Alpha-2B adrenergic receptor antagonist
phenoxybenzamine,Alpha-2B adrenergic receptor inhibitor
phenoxybenzamine,Calmodulin antagonist
phenoxybenzamine,Calmodulin inhibitor
phenoxybenzamine,Beta-2 adrenergic receptor antagonist
phenoxybenzamine,Beta-2 adrenergic receptor inhibitor
phenoxybenzamine,Alpha-1B adrenergic receptor antagonist
phenoxybenzamine,Alpha-1B adrenergic receptor inhibitor
phenoxybenzamine,Alpha-1D adrenergic receptor antagonist
phenoxybenzamine,Alpha-1D adrenergic receptor inhibitor
famotidine,Histamine H2 receptor antagonist
maprotiline,Sodium-dependent noradrenaline transporter inhibitor
maprotiline,Sodium-dependent noradrenaline transporter antagonist
maprotiline,Sodium-dependent noradrenaline transporter binder
maprotiline,Histamine H1 receptor inhibitor
maprotiline,Histamine H1 receptor antagonist
maprotiline,Histamine H1 receptor binder
maprotiline,Muscarinic acetylcholine receptor M1 inhibitor
maprotiline,Muscarinic acetylcholine receptor M1 antagonist
maprotiline,Muscarinic acetylcholine receptor M1 binder
maprotiline,Muscarinic acetylcholine receptor M2 inhibitor
maprotiline,Muscarinic acetylcholine receptor M2 antagonist
maprotiline,Muscarinic acetylcholine receptor M3 inhibitor
maprotiline,Muscarinic acetylcholine receptor M3 antagonist
maprotiline,Muscarinic acetylcholine receptor M3 binder
maprotiline,Muscarinic acetylcholine receptor M4 inhibitor
maprotiline,Muscarinic acetylcholine receptor M4 antagonist
maprotiline,Muscarinic acetylcholine receptor M5 inhibitor
maprotiline,Muscarinic acetylcholine receptor M5 antagonist
maprotiline,Alpha-1 adrenergic receptors inhibitor
maprotiline,Alpha-1 adrenergic receptors antagonist
maprotiline,Alpha-1 adrenergic receptors binder
maprotiline,5-hydroxytryptamine receptor 2A inhibitor
maprotiline,5-hydroxytryptamine receptor 2A antagonist
maprotiline,5-hydroxytryptamine receptor 2A binder
maprotiline,5-hydroxytryptamine receptor 2C inhibitor
maprotiline,5-hydroxytryptamine receptor 2C antagonist
maprotiline,5-hydroxytryptamine receptor 2C binder
maprotiline,5-hydroxytryptamine receptor 7 inhibitor
maprotiline,5-hydroxytryptamine receptor 7 antagonist
maprotiline,5-hydroxytryptamine receptor 7 binder
maprotiline,Dopamine D2 receptor inhibitor
maprotiline,Dopamine D2 receptor antagonist
maprotiline,Dopamine D2 receptor binder
maprotiline,Alpha-2 adrenergic receptors inhibitor
maprotiline,Alpha-2 adrenergic receptors antagonist
maprotiline,Alpha-2 adrenergic receptors binder
diethylpropion,Sodium-dependent noradrenaline transporter inhibitor
diethylpropion,Sodium-dependent dopamine transporter inhibitor
salmeterol,Beta-2 adrenergic receptor agonist
salmeterol,Beta-1 adrenergic receptor agonist
salmeterol,Beta-3 adrenergic receptor agonist
zalcitabine,Reverse transcriptase/RNaseH inhibitor
fexofenadine,Histamine H1 receptor antagonist
naratriptan,5-hydroxytryptamine receptor 1D agonist
naratriptan,5-hydroxytryptamine receptor 1B agonist
naratriptan,5-hydroxytryptamine receptor 1F agonist
naratriptan,5-hydroxytryptamine receptor 1A agonist
rizatriptan,5-hydroxytryptamine receptor 1D agonist
rizatriptan,5-hydroxytryptamine receptor 1B agonist
rizatriptan,5-hydroxytryptamine receptor 1F agonist
hydrocodone,Mu-type opioid receptor agonist
hydrocodone,Delta-type opioid receptor agonist
methylprednisolone,Glucocorticoid receptor agonist
pindolol,Beta-1 adrenergic receptor partial agonist
pindolol,Beta-1 adrenergic receptor antagonist
pindolol,Beta-1 adrenergic receptor inhibitor
pindolol,Beta-1 adrenergic receptor agonist
pindolol,Beta-2 adrenergic receptor partial agonist
pindolol,Beta-2 adrenergic receptor antagonist
pindolol,Beta-2 adrenergic receptor inhibitor
pindolol,Beta-2 adrenergic receptor agonist
pindolol,5-hydroxytryptamine receptor 1A partial agonist
pindolol,5-hydroxytryptamine receptor 1A antagonist
pindolol,5-hydroxytryptamine receptor 1A inhibitor
pindolol,5-hydroxytryptamine receptor 1A other/unknown
pindolol,5-hydroxytryptamine receptor 1A agonist
pindolol,5-hydroxytryptamine receptor 1B antagonist
pindolol,5-hydroxytryptamine receptor 1B agonist
pindolol,Beta-3 adrenergic receptor antagonist
pindolol,Beta-3 adrenergic receptor agonist
pindolol,Beta adrenergic receptor inhibitor
mepivacaine,Sodium channel protein type 10 subunit alpha inhibitor
zaleplon,Gamma-aminobutyric acid receptor subunit alpha-1 potentiator
apraclonidine,Alpha-2A adrenergic receptor agonist
apraclonidine,Alpha-1A adrenergic receptor agonist
apraclonidine,Alpha-2B adrenergic receptor agonist
telmisartan,Type-1 angiotensin II receptor antagonist
desloratadine,Histamine H1 receptor antagonist
methyldopa,Alpha-2A adrenergic receptor agonist
methyldopa,Alpha-2A adrenergic receptor inhibitor
azelastine,Histamine H1 receptor antagonist
azelastine,Histamine H1 receptor inhibitor
azelastine,Histamine H2 receptor antagonist
dipyridamole,"cGMP-specific 3',5'-cyclic phosphodiesterase inhibitor"
lomefloxacin,DNA topoisomerase 4 subunit A inhibitor
lomefloxacin,DNA gyrase subunit A inhibitor
lomefloxacin,DNA topoisomerase 2-alpha inhibitor
cyclopentolate,Muscarinic acetylcholine receptor M1 antagonist
physostigmine,Acetylcholinesterase inhibitor
physostigmine,Neuronal acetylcholine receptor subunit alpha-4 inhibitor
formoterol,Beta-2 adrenergic receptor agonist
formoterol,Beta-1 adrenergic receptor agonist
formoterol,Beta-3 adrenergic receptor agonist
dimenhydrinate,Histamine H1 receptor antagonist
cytarabine,DNA inhibitor
dopamine,Dopamine D2 receptor agonist
dopamine,Dopamine D2 receptor binder
dopamine,Dopamine D2 receptor inhibitor
dopamine,Dopamine D1 receptor agonist
dopamine,Dopamine D1 receptor inhibitor
dopamine,Dopamine D5 receptor agonist
dopamine,Dopamine D3 receptor agonist
dopamine,Dopamine D3 receptor binder
dopamine,Dopamine D3 receptor inhibitor
dopamine,Dopamine D4 receptor agonist
dopamine,Sodium-dependent dopamine transporter agonist
dopamine,Sodium-dependent dopamine transporter binder
dopamine,Sodium-dependent dopamine transporter inhibitor
dopamine,5-hydroxytryptamine receptor 1A agonist
dopamine,5-hydroxytryptamine receptor 1A binder
dopamine,5-hydroxytryptamine receptor 1A inhibitor
dopamine,5-hydroxytryptamine receptor 7 agonist
dopamine,5-hydroxytryptamine receptor 7 binder
dopamine,5-hydroxytryptamine receptor 7 inhibitor
dopamine,D(1) dopamine receptor agonist
dopamine,D(1) dopamine receptor binder
dopamine,D(1) dopamine receptor inhibitor
dopamine,Sodium-dependent noradrenaline transporter agonist
dopamine,Sodium-dependent noradrenaline transporter binder
dopamine,Sodium-dependent noradrenaline transporter inhibitor
dopamine,Sodium-dependent serotonin transporter agonist
dopamine,Sodium-dependent serotonin transporter binder
dopamine,Sodium-dependent serotonin transporter inhibitor
dopamine,5-hydroxytryptamine receptor 3A agonist
dopamine,5-hydroxytryptamine receptor 3A binder
dopamine,5-hydroxytryptamine receptor 3A inhibitor
dopamine,Synaptic vesicular amine transporter inhibitor
rivastigmine,Acetylcholinesterase inhibitor
rivastigmine,Cholinesterase inhibitor
oxaprozin,Prostaglandin G/H synthase 1 inhibitor
oxaprozin,Prostaglandin G/H synthase 2 inhibitor
gabapentin,Voltage-dependent calcium channel subunit alpha-2/delta-1 inhibitor
gabapentin,Adenosine receptor A1 inhibitor
doxorubicin,DNA inhibitor
doxorubicin,DNA topoisomerase 2-alpha inhibitor
frovatriptan,5-hydroxytryptamine receptor 1D agonist
frovatriptan,5-hydroxytryptamine receptor 1B agonist
salbutamol,Beta-2 adrenergic receptor agonist
salbutamol,Beta-1 adrenergic receptor agonist
salbutamol,Beta-3 adrenergic receptor agonist
ganciclovir,DNA polymerase catalytic subunit inhibitor
ganciclovir,DNA inhibitor
ketoprofen,Prostaglandin G/H synthase 1 inhibitor
ketoprofen,Prostaglandin G/H synthase 2 inhibitor
edrophonium,Acetylcholinesterase inhibitor
edrophonium,Cholinesterase inhibitor
balsalazide,Peroxisome proliferator-activated receptor gamma agonist
balsalazide,Peroxisome proliferator-activated receptor gamma inhibitor
balsalazide,Prostaglandin G/H synthase 2 inhibitor
balsalazide,Prostaglandin G/H synthase 1 inhibitor
guanfacine,Alpha-2A adrenergic receptor agonist
guanfacine,Alpha-2A adrenergic receptor binder
guanfacine,Alpha-2B adrenergic receptor agonist
guanfacine,Alpha-2B adrenergic receptor binder
bethanechol,Muscarinic acetylcholine receptor M3 agonist
bethanechol,Muscarinic acetylcholine receptor M1 agonist
felodipine,Voltage-dependent L-type calcium channel subunit alpha-1C inhibitor
felodipine,Voltage-dependent calcium channel subunit alpha-2/delta-1 inhibitor
felodipine,Voltage-dependent L-type calcium channel subunit beta-2 inhibitor
felodipine,Voltage-dependent L-type calcium channel subunit alpha-1D inhibitor
felodipine,Voltage-dependent L-type calcium channel subunit alpha-1S inhibitor
felodipine,Calmodulin inhibitor
felodipine,Calmodulin antagonist
ketoconazole,Androgen receptor inhibitor
ketoconazole,Androgen receptor antagonist
ketoconazole,Potassium voltage-gated channel subfamily H member 2 inhibitor
ketoconazole,Potassium voltage-gated channel subfamily H member 2 binder
ketoconazole,Potassium voltage-gated channel subfamily H member 2 antagonist
ketoconazole,Nuclear receptor subfamily 1 group I member 2 inhibitor
irbesartan,Type-1 angiotensin II receptor antagonist
topotecan,DNA inhibitor
procainamide,Sodium channel protein type 5 subunit alpha inhibitor
procainamide,Potassium voltage-gated channel subfamily H member 2 inhibitor
tolterodine,Muscarinic acetylcholine receptor M3 antagonist
tolterodine,Muscarinic acetylcholine receptor M2 antagonist
tolterodine,Muscarinic acetylcholine receptor M5 antagonist
tolterodine,Muscarinic acetylcholine receptor M1 antagonist
tolterodine,Muscarinic acetylcholine receptor M4 antagonist
fenofibrate,Peroxisome proliferator-activated receptor alpha agonist
fenofibrate,Peroxisome proliferator-activated receptor alpha inhibitor
fenofibrate,Nuclear receptor subfamily 1 group I member 2 agonist
fenofibrate,Nuclear receptor subfamily 1 group I member 2 inhibitor
thalidomide,DNA inhibitor
thalidomide,Prostaglandin G/H synthase 2 inhibitor
memantine,5-hydroxytryptamine receptor 3A antagonist
memantine,5-hydroxytryptamine receptor 3A agonist
memantine,5-hydroxytryptamine receptor 3A binder
memantine,5-hydroxytryptamine receptor 3A inhibitor
memantine,Dopamine D2 receptor antagonist
memantine,Dopamine D2 receptor agonist
memantine,Dopamine D2 receptor binder
memantine,Dopamine D2 receptor inhibitor
memantine,GABA(A) Receptor antagonist
memantine,GABA(A) Receptor agonist
memantine,GABA(A) Receptor inhibitor
gatifloxacin,DNA gyrase subunit A inhibitor
gatifloxacin,DNA topoisomerase 4 subunit A inhibitor
abacavir,Reverse transcriptase/RNaseH inhibitor
ibuprofen,Prostaglandin G/H synthase 2 inhibitor
ibuprofen,Prostaglandin G/H synthase 1 inhibitor
ibuprofen,Peroxisome proliferator-activated receptor gamma inhibitor
ibuprofen,Peroxisome proliferator-activated receptor alpha inhibitor
norfloxacin,DNA topoisomerase 4 subunit A inhibitor
norfloxacin,DNA gyrase subunit A inhibitor
norfloxacin,DNA topoisomerase 2-alpha inhibitor
oxybutynin,Muscarinic acetylcholine receptor M3 antagonist
oxybutynin,Muscarinic acetylcholine receptor M2 antagonist
oxybutynin,Muscarinic acetylcholine receptor M1 antagonist
melatonin,Estrogen receptor alpha agonist
melatonin,Estrogen receptor alpha antagonist
melatonin,Estrogen receptor alpha inhibitor
melatonin,Calmodulin antagonist
melatonin,Calmodulin inhibitor
clonazepam,GABA(A) Receptor ligand
clonazepam,GABA(A) Receptor Benzodiazepine Binding Site ligand
promethazine,Histamine H1 receptor antagonist
promethazine,Histamine H1 receptor inhibitor
promethazine,Dopamine D2 receptor antagonist
promethazine,Dopamine D2 receptor inhibitor
promethazine,Muscarinic acetylcholine receptor M1 antagonist
promethazine,Muscarinic acetylcholine receptor M1 inhibitor
promethazine,Muscarinic acetylcholine receptor M2 antagonist
promethazine,Muscarinic acetylcholine receptor M2 inhibitor
promethazine,Muscarinic acetylcholine receptor M3 antagonist
promethazine,Muscarinic acetylcholine receptor M3 inhibitor
promethazine,Muscarinic acetylcholine receptor M4 antagonist
promethazine,Muscarinic acetylcholine receptor M4 inhibitor
promethazine,Muscarinic acetylcholine receptor M5 antagonist
promethazine,Muscarinic acetylcholine receptor M5 inhibitor
promethazine,Calmodulin antagonist
promethazine,Calmodulin inhibitor
promethazine,Histamine H2 receptor antagonist
atazanavir,Human immunodeficiency virus type 1 protease inhibitor
fludarabine,DNA inhibitor
diphenhydramine,Histamine H1 receptor antagonist
diphenhydramine,Muscarinic acetylcholine receptor M2 antagonist
tegaserod,5-hydroxytryptamine receptor 2B antagonist
tegaserod,5-hydroxytryptamine receptor 2C antagonist
tegaserod,5-hydroxytryptamine receptor 2A antagonist
emedastine,Histamine H1 receptor antagonist
pilocarpine,Muscarinic acetylcholine receptor M3 agonist
pilocarpine,Muscarinic acetylcholine receptor M1 agonist
fluvastatin,Histone deacetylase 2 inhibitor
pimozide,Dopamine D2 receptor antagonist
pimozide,Dopamine D2 receptor inhibitor
pimozide,Dopamine D3 receptor antagonist
pimozide,Dopamine D3 receptor inhibitor
pimozide,Potassium voltage-gated channel subfamily H member 2 antagonist
pimozide,Potassium voltage-gated channel subfamily H member 2 inhibitor
pimozide,Calmodulin antagonist
pimozide,Calmodulin inhibitor
capecitabine,Thymidylate synthase inhibitor
capecitabine,DNA inhibitor
sertraline,Sodium-dependent serotonin transporter inhibitor
sertraline,Sodium-dependent serotonin transporter binder
sertraline,Sodium-dependent dopamine transporter inhibitor
sertraline,Sodium-dependent dopamine transporter binder
sertraline,Sodium-dependent noradrenaline transporter inhibitor
sertraline,Sodium-dependent noradrenaline transporter binder
sibutramine,Sodium-dependent noradrenaline transporter inhibitor
sibutramine,Sodium-dependent serotonin transporter inhibitor
sibutramine,Sodium-dependent dopamine transporter inhibitor
chlorpheniramine,Histamine H1 receptor antagonist
chlorpheniramine,Histamine H1 receptor inhibitor
chlorpheniramine,Sodium-dependent serotonin transporter antagonist
chlorpheniramine,Sodium-dependent serotonin transporter inhibitor
chlorpheniramine,Sodium-dependent noradrenaline transporter antagonist
chlorpheniramine,Sodium-dependent noradrenaline transporter inhibitor
chlorpheniramine,Sodium-dependent dopamine transporter antagonist
chlorpheniramine,Sodium-dependent dopamine transporter inhibitor
nifedipine,Voltage-dependent L-type calcium channel subunit alpha-1C inhibitor
nifedipine,Nuclear receptor subfamily 1 group I member 2 inhibitor
nifedipine,Nuclear receptor subfamily 1 group I member 2 agonist
nifedipine,Calmodulin inhibitor
nifedipine,Voltage-dependent L-type calcium channel subunit alpha-1D inhibitor
nifedipine,Voltage-dependent L-type calcium channel subunit alpha-1S inhibitor
nifedipine,Voltage-dependent L-type calcium channel subunit beta-2 inhibitor
amiodarone,Beta adrenergic receptor inhibitor
amiodarone,Peroxisome proliferator-activated receptor gamma inhibitor
amiodarone,Peroxisome proliferator-activated receptor gamma agonist
amiodarone,Peroxisome proliferator-activated receptor alpha inhibitor
amiodarone,Peroxisome proliferator-activated receptor alpha agonist
diazoxide,Carbonic anhydrase 1 inhibitor
diazoxide,Carbonic anhydrase 2 inhibitor
bicalutamide,Androgen receptor antagonist
pioglitazone,Peroxisome proliferator-activated receptor gamma agonist
pioglitazone,Peroxisome proliferator-activated receptor gamma inhibitor
pioglitazone,Amine oxidase [flavin-containing] B inhibitor
carvedilol,Beta-1 adrenergic receptor antagonist
carvedilol,Beta-1 adrenergic receptor inhibitor
carvedilol,Alpha-1A adrenergic receptor antagonist
carvedilol,Alpha-1A adrenergic receptor inhibitor
carvedilol,Beta-2 adrenergic receptor antagonist
carvedilol,Beta-2 adrenergic receptor inhibitor
carvedilol,Potassium voltage-gated channel subfamily H member 2 antagonist
carvedilol,Potassium voltage-gated channel subfamily H member 2 inhibitor
carvedilol,Alpha-1D adrenergic receptor antagonist
carvedilol,Alpha-1D adrenergic receptor inhibitor
carvedilol,Alpha-1B adrenergic receptor antagonist
carvedilol,Alpha-1B adrenergic receptor inhibitor
carvedilol,Alpha-2C adrenergic receptor antagonist
carvedilol,Alpha-2C adrenergic receptor inhibitor
carvedilol,Alpha-2B adrenergic receptor antagonist
carvedilol,Alpha-2B adrenergic receptor inhibitor
carvedilol,Alpha-2A adrenergic receptor antagonist
carvedilol,Alpha-2A adrenergic receptor inhibitor
carvedilol,Alpha-1 adrenergic receptors antagonist
carvedilol,Alpha-1 adrenergic receptors inhibitor
doxepin,Histamine H1 receptor antagonist
doxepin,Histamine H1 receptor inhibitor
doxepin,Histamine H1 receptor binder
doxepin,Histamine H2 receptor antagonist
doxepin,Sodium-dependent noradrenaline transporter antagonist
doxepin,Sodium-dependent noradrenaline transporter inhibitor
doxepin,Sodium-dependent noradrenaline transporter binder
doxepin,Sodium-dependent serotonin transporter antagonist
doxepin,Sodium-dependent serotonin transporter inhibitor
doxepin,Sodium-dependent serotonin transporter binder
doxepin,5-hydroxytryptamine receptor 2A antagonist
doxepin,5-hydroxytryptamine receptor 2A inhibitor
doxepin,5-hydroxytryptamine receptor 2A binder
doxepin,5-hydroxytryptamine receptor 2B antagonist
doxepin,5-hydroxytryptamine receptor 2B inhibitor
doxepin,5-hydroxytryptamine receptor 2B binder
doxepin,5-hydroxytryptamine receptor 2C antagonist
doxepin,5-hydroxytryptamine receptor 2C inhibitor
doxepin,5-hydroxytryptamine receptor 2C binder
doxepin,Muscarinic acetylcholine receptor M1 antagonist
doxepin,Muscarinic acetylcholine receptor M1 inhibitor
doxepin,Muscarinic acetylcholine receptor M1 binder
doxepin,Muscarinic acetylcholine receptor M2 antagonist
doxepin,Muscarinic acetylcholine receptor M2 inhibitor
doxepin,Muscarinic acetylcholine receptor M3 antagonist
doxepin,Muscarinic acetylcholine receptor M3 inhibitor
doxepin,Muscarinic acetylcholine receptor M3 binder
doxepin,Muscarinic acetylcholine receptor M4 antagonist
doxepin,Muscarinic acetylcholine receptor M4 inhibitor
doxepin,Muscarinic acetylcholine receptor M5 antagonist
doxepin,Muscarinic acetylcholine receptor M5 inhibitor
doxepin,Alpha-1A adrenergic receptor antagonist
doxepin,Alpha-1A adrenergic receptor inhibitor
doxepin,Alpha-1A adrenergic receptor binder
doxepin,Alpha-1B adrenergic receptor antagonist
doxepin,Alpha-1B adrenergic receptor inhibitor
doxepin,Alpha-1B adrenergic receptor binder
doxepin,Alpha-1D adrenergic receptor antagonist
doxepin,Alpha-1D adrenergic receptor inhibitor
doxepin,Alpha-1D adrenergic receptor binder
doxepin,5-hydroxytryptamine receptor 1A antagonist
doxepin,5-hydroxytryptamine receptor 1A inhibitor
doxepin,5-hydroxytryptamine receptor 1A binder
doxepin,5-hydroxytryptamine receptor 6 antagonist
doxepin,5-hydroxytryptamine receptor 6 inhibitor
doxepin,5-hydroxytryptamine receptor 6 binder
doxepin,Histamine H4 receptor antagonist
doxepin,Histamine H4 receptor binder
doxepin,Potassium voltage-gated channel subfamily H member 2 antagonist
doxepin,Potassium voltage-gated channel subfamily H member 2 inhibitor
doxepin,Potassium voltage-gated channel subfamily H member 2 binder
flavoxate,Muscarinic acetylcholine receptor M2 antagonist
flavoxate,Muscarinic acetylcholine receptor M1 antagonist
nefazodone,5-hydroxytryptamine receptor 2A antagonist
nefazodone,5-hydroxytryptamine receptor 2A inhibitor
nefazodone,5-hydroxytryptamine receptor 2A other/unknown
nefazodone,5-hydroxytryptamine receptor 2C antagonist
nefazodone,5-hydroxytryptamine receptor 2C inhibitor
nefazodone,Sodium-dependent serotonin transporter antagonist
nefazodone,Sodium-dependent serotonin transporter inhibitor
nefazodone,5-hydroxytryptamine receptor 1A antagonist
nefazodone,5-hydroxytryptamine receptor 1A inhibitor
nefazodone,5-hydroxytryptamine receptor 1A other/unknown
nefazodone,Sodium-dependent noradrenaline transporter antagonist
nefazodone,Sodium-dependent noradrenaline transporter inhibitor
nefazodone,Sodium-dependent dopamine transporter antagonist
nefazodone,Sodium-dependent dopamine transporter inhibitor
nefazodone,Alpha-1B adrenergic receptor antagonist
nefazodone,Alpha-1B adrenergic receptor inhibitor
nefazodone,Alpha-2A adrenergic receptor antagonist
nefazodone,Alpha-2A adrenergic receptor inhibitor
nefazodone,Alpha-1A adrenergic receptor antagonist
nefazodone,Alpha-1A adrenergic receptor inhibitor
nefazodone,Potassium voltage-gated channel subfamily H member 2 antagonist
nefazodone,Potassium voltage-gated channel subfamily H member 2 inhibitor
desipramine,Sodium-dependent noradrenaline transporter inhibitor
desipramine,Sodium-dependent noradrenaline transporter antagonist
desipramine,Sodium-dependent noradrenaline transporter binder
desipramine,Beta-2 adrenergic receptor inhibitor
desipramine,Beta-2 adrenergic receptor antagonist
desipramine,Sodium-dependent serotonin transporter inhibitor
desipramine,Sodium-dependent serotonin transporter antagonist
desipramine,Sodium-dependent serotonin transporter binder
desipramine,5-hydroxytryptamine receptor 2A inhibitor
desipramine,5-hydroxytryptamine receptor 2A antagonist
desipramine,5-hydroxytryptamine receptor 2A binder
desipramine,Beta-1 adrenergic receptor inhibitor
desipramine,Beta-1 adrenergic receptor antagonist
desipramine,Histamine H1 receptor inhibitor
desipramine,Histamine H1 receptor antagonist
desipramine,Histamine H1 receptor binder
desipramine,Alpha-1 adrenergic receptors inhibitor
desipramine,Alpha-1 adrenergic receptors antagonist
desipramine,Alpha-1 adrenergic receptors binder
desipramine,Muscarinic acetylcholine receptor M1 inhibitor
desipramine,Muscarinic acetylcholine receptor M1 antagonist
desipramine,Muscarinic acetylcholine receptor M1 binder
desipramine,Muscarinic acetylcholine receptor M2 inhibitor
desipramine,Muscarinic acetylcholine receptor M2 antagonist
desipramine,Muscarinic acetylcholine receptor M3 inhibitor
desipramine,Muscarinic acetylcholine receptor M3 antagonist
desipramine,Muscarinic acetylcholine receptor M3 binder
desipramine,Muscarinic acetylcholine receptor M4 inhibitor
desipramine,Muscarinic acetylcholine receptor M4 antagonist
desipramine,Muscarinic acetylcholine receptor M5 inhibitor
desipramine,Muscarinic acetylcholine receptor M5 antagonist
desipramine,5-hydroxytryptamine receptor 1A inhibitor
desipramine,5-hydroxytryptamine receptor 1A antagonist
desipramine,5-hydroxytryptamine receptor 1A binder
desipramine,5-hydroxytryptamine receptor 2C inhibitor
desipramine,5-hydroxytryptamine receptor 2C antagonist
desipramine,5-hydroxytryptamine receptor 2C binder
desipramine,Dopamine D2 receptor inhibitor
desipramine,Dopamine D2 receptor antagonist
desipramine,Dopamine D2 receptor binder
desipramine,Alpha-2 adrenergic receptors inhibitor
desipramine,Alpha-2 adrenergic receptors antagonist
desipramine,Alpha-2 adrenergic receptors binder
gemifloxacin,DNA topoisomerase 4 subunit A inhibitor
gemifloxacin,DNA gyrase subunit A inhibitor
bupropion,Sodium-dependent dopamine transporter inhibitor
bupropion,Sodium-dependent dopamine transporter antagonist
bupropion,Sodium-dependent noradrenaline transporter inhibitor
bupropion,Sodium-dependent noradrenaline transporter antagonist
bupropion,5-hydroxytryptamine receptor 3A inhibitor
bupropion,5-hydroxytryptamine receptor 3A antagonist
chloroprocaine,Sodium channel protein type 10 subunit alpha inhibitor
chloroprocaine,Sodium-dependent dopamine transporter inhibitor
terazosin,Alpha-1A adrenergic receptor antagonist
terazosin,Alpha-1A adrenergic receptor inhibitor
terazosin,Alpha-1B adrenergic receptor antagonist
terazosin,Alpha-1B adrenergic receptor inhibitor
terazosin,Alpha-1D adrenergic receptor antagonist
terazosin,Alpha-1D adrenergic receptor inhibitor
terazosin,Potassium voltage-gated channel subfamily H member 2 antagonist
terazosin,Potassium voltage-gated channel subfamily H member 2 inhibitor
ofloxacin,DNA topoisomerase 4 subunit A inhibitor
ofloxacin,DNA gyrase subunit A inhibitor
ofloxacin,DNA topoisomerase 2-alpha inhibitor
cilostazol,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A inhibitor"
procarbazine,DNA inhibitor
moclobemide,Amine oxidase [flavin-containing] B inhibitor
orphenadrine,Histamine H1 receptor antagonist
orphenadrine,Histamine H1 receptor inhibitor
orphenadrine,Sodium-dependent noradrenaline transporter antagonist
orphenadrine,Sodium-dependent noradrenaline transporter inhibitor
orphenadrine,Sodium channel protein type 10 subunit alpha inhibitor
phenobarbital,Gamma-aminobutyric acid receptor subunit alpha-1 potentiator
phenobarbital,Gamma-aminobutyric acid receptor subunit alpha-1 antagonist
phenobarbital,Neuronal acetylcholine receptor subunit alpha-4 antagonist
phenobarbital,Neuronal acetylcholine receptor subunit alpha-7 antagonist
cyclizine,Histamine H1 receptor antagonist
cyclizine,Histamine H1 receptor inhibitor
idarubicin,DNA inhibitor
idarubicin,DNA topoisomerase 2-alpha inhibitor
rescinnamine,Angiotensin-converting enzyme inhibitor
propafenone,Sodium channel protein type 5 subunit alpha inhibitor
propafenone,Potassium voltage-gated channel subfamily H member 2 inhibitor
propafenone,Potassium voltage-gated channel subfamily H member 2 antagonist
propafenone,Beta-1 adrenergic receptor inhibitor
propafenone,Beta-1 adrenergic receptor antagonist
propafenone,Beta-2 adrenergic receptor inhibitor
propafenone,Beta-2 adrenergic receptor antagonist
naloxone,Mu-type opioid receptor antagonist
naloxone,Mu-type opioid receptor inhibitor
naloxone,Delta-type opioid receptor antagonist
naloxone,Kappa-type opioid receptor antagonist
naloxone,Kappa-type opioid receptor inhibitor
naloxone,Kappa-type opioid receptor binder
naloxone,Estrogen receptor alpha antagonist
naloxone,Estrogen receptor alpha inhibitor
pergolide,Dopamine D2 receptor agonist
pergolide,Dopamine D3 receptor agonist
pergolide,Dopamine D4 receptor agonist
pergolide,5-hydroxytryptamine receptor 1A agonist
pergolide,5-hydroxytryptamine receptor 2B agonist
pergolide,5-hydroxytryptamine receptor 2A agonist
pergolide,5-hydroxytryptamine receptor 1D agonist
