Drug_Name,Target,earlist data,oldest date
propofol,Myocardial ischaemia,"2022, 9, 16","2016, 7, 21"
propofol,Cardiac failure right,"2022, 11, 30","2002, 12, 11"
propofol,Bradycardia,"2022, 12, 3","2020, 9, 17"
propofol,Nodal tachycardia,"2022, 7, 17","2002, 8, 10"
propofol,Electrocardiogram ST segment depression,"2019, 11, 20","2019, 11, 20"
propofol,Electrocardiogram abnormal,"2022, 12, 2","2000, 4, 4"
propranolol,Cardiac arrest,"2022, 10, 25","2001, 2, 24"
propranolol,Cardiac disorder,"2022, 10, 1","2020, 5, 15"
propranolol,Cardiac failure congestive,"2022, 9, 13","2016, 7, 5"
propranolol,Bradycardia,"2022, 10, 1","2013, 9, 24"
protriptyline,Myocardial infarction,"2004, 11, 24","2004, 11, 24"
protriptyline,Tachycardia,NA,#N/A
pyridostigmine,Cardiac arrest,"2022, 9, 15","2000, 9, 22"
pyridostigmine,Bradycardia,"2022, 9, 25","2000, 10, 6"
quetiapine,Cardiovascular disorder,"2022, 9, 23","2016, 7, 2"
quetiapine,Cardiac arrest,"2022, 7, 27","2009, 5, 8"
quetiapine,Cardiac disorder,"2022, 9, 3","2012, 1, 17"
quetiapine,Cardiac failure congestive,"2022, 8, 21","2004, 1, 30"
quetiapine,Myocarditis,"2022, 1, 25","2002, 8, 31"
quetiapine,Tachycardia,"2022, 7, 2","2000, 8, 17"
quetiapine,Sinus tachycardia,"2016, 10, 18","2003, 11, 25"
quetiapine,Electrocardiogram QT prolonged,"2022, 5, 28","2001, 2, 24"
quetiapine,Electrocardiogram QRS complex prolonged,NA,#N/A
quetiapine,Bradycardia,"2022, 11, 10","2005, 8, 13"
quetiapine,Electrocardiogram ST segment elevation,"2017, 8, 11","2017, 8, 11"
quetiapine,Electrocardiogram T wave inversion,NA,#N/A
quetiapine,Electrocardiogram abnormal,"2022, 5, 28","2001, 2, 24"
quetiapine,Electrocardiogram change,"2022, 5, 28","2002, 2, 5"
quetiapine,Cardiomyopathy,"2022, 1, 25","2002, 8, 31"
ephedrine,Tachycardia,"2022, 9, 13","2000, 6, 15"
ephedrine,Bradycardia,"2022, 11, 12","2010, 3, 20"
raloxifene,Cardiac disorder,"2021, 4, 8","2002, 7, 16"
ranitidine,Cardiac arrest,"2020, 10, 31","2013, 11, 20"
ranitidine,Tachycardia,"2018, 4, 19","2002, 10, 26"
ranitidine,Bradycardia,"2018, 9, 16","2000, 11, 7"
reserpine,Bradycardia,"2016, 12, 15","2001, 2, 13"
riluzole,Congestive cardiomyopathy,NA,#N/A
riluzole,Cardiac arrest,NA,#N/A
riluzole,Cardiac disorder,"2020, 5, 30","2000, 5, 5"
riluzole,Cardiac failure,"2020, 5, 30","2008, 11, 1"
riluzole,Cardiac failure congestive,"2020, 5, 30","2014, 1, 17"
riluzole,Cardiac murmur,NA,#N/A
riluzole,Myocardial infarction,"2013, 11, 22","2007, 1, 20"
riluzole,Pericarditis,NA,#N/A
riluzole,Tachycardia,"2020, 5, 30","2010, 12, 3"
riluzole,Supraventricular tachycardia,NA,#N/A
riluzole,Ventricular tachycardia,"2020, 5, 30","2010, 12, 3"
riluzole,Myocardial ischaemia,"2020, 1, 26","2007, 1, 20"
riluzole,Bradycardia,"2008, 4, 22","2008, 4, 22"
risperidone,Cardiovascular disorder,"2022, 9, 23","2016, 7, 14"
risperidone,Cardiac arrest,"2022, 2, 10","2001, 12, 26"
risperidone,Cardiac disorder,"2022, 6, 26","2010, 9, 10"
risperidone,Myocardial infarction,"2022, 2, 10","2002, 1, 25"
risperidone,Myocarditis,"2020, 1, 20","2001, 5, 19"
risperidone,Tachycardia,"2022, 7, 2","2000, 1, 12"
risperidone,Sinus tachycardia,"2018, 4, 24","2001, 6, 8"
risperidone,Ventricular tachycardia,"2022, 6, 26","2001, 2, 24"
risperidone,Sinus bradycardia,"2010, 6, 11","2010, 6, 11"
risperidone,Myocardial ischaemia,"2020, 1, 15","2002, 5, 25"
risperidone,Electrocardiogram QT prolonged,"2022, 6, 26","2001, 2, 24"
risperidone,Bradycardia,"2022, 7, 2","2001, 2, 24"
risperidone,Electrocardiogram ST segment depression,NA,#N/A
risperidone,Electrocardiogram T wave inversion,"2018, 12, 24","2018, 12, 24"
risperidone,Electrocardiogram abnormal,"2022, 6, 26","2001, 2, 24"
risperidone,Cardio-respiratory arrest,"2022, 2, 10","2001, 12, 26"
risperidone,Electrocardiogram change,"2022, 9, 24","2001, 5, 31"
risperidone,Electrocardiogram QT corrected interval prolonged,"2022, 9, 24","2001, 4, 18"
risperidone,Postural orthostatic tachycardia syndrome,NA,#N/A
risperidone,Reflex tachycardia,"2022, 6, 26","2022, 6, 26"
risperidone,Electrocardiogram QT interval abnormal,"2021, 3, 30","2001, 4, 18"
ritonavir,Cardiovascular disorder,"2022, 11, 16","2020, 7, 29"
ritonavir,Cardiac disorder,"2022, 12, 1","2017, 11, 22"
ritonavir,Myocardial infarction,"2021, 3, 10","2002, 3, 27"
ritonavir,Tachycardia,"2022, 1, 29","2005, 2, 22"
rivastigmine,Cardiovascular disorder,"2022, 3, 30","2003, 11, 11"
rivastigmine,Cardiac arrest,"2015, 1, 27","2015, 1, 27"
rivastigmine,Cardiac disorder,"2020, 7, 22","2002, 5, 2"
rivastigmine,Cardiac failure,"2022, 4, 5","2014, 2, 13"
rivastigmine,Myocardial infarction,"2022, 4, 5","2013, 6, 6"
rivastigmine,Tachycardia,"2020, 3, 3","2002, 5, 23"
rivastigmine,Supraventricular tachycardia,"2017, 6, 9","2017, 6, 9"
rivastigmine,Sudden cardiac death,"2019, 7, 16","2019, 7, 16"
rivastigmine,Myocardial ischaemia,"2022, 3, 5","2013, 6, 6"
rivastigmine,Electrocardiogram QT prolonged,"2020, 7, 22","2002, 5, 2"
rivastigmine,Cardiac fibrillation,NA,#N/A
rivastigmine,Bradycardia,"2020, 9, 3","2002, 5, 23"
rivastigmine,Electrocardiogram abnormal,"2016, 4, 12","2016, 4, 12"
rizatriptan,Myocardial infarction,"2006, 4, 18","2006, 4, 18"
rizatriptan,Tachycardia,NA,#N/A
rizatriptan,Ventricular tachycardia,NA,#N/A
rizatriptan,Myocardial ischaemia,"2016, 9, 2","2002, 12, 5"
rizatriptan,Bradycardia,NA,#N/A
rofecoxib,Cardiac failure congestive,"2019, 5, 11","2000, 10, 31"
rofecoxib,Myocardial infarction,"2022, 5, 20","2007, 1, 16"
rofecoxib,Tachycardia,"2021, 1, 7","2021, 1, 7"
rofecoxib,Bradycardia,"2006, 8, 22","2004, 6, 10"
ropinirole,Cardiovascular disorder,"2022, 9, 27","2001, 2, 24"
ropinirole,Cardiac arrest,NA,#N/A
ropinirole,Cardiac disorder,"2019, 3, 29","2002, 6, 11"
ropinirole,Cardiomegaly,"2006, 11, 10","2006, 11, 10"
ropinirole,Cardiac failure,"2021, 7, 17","2005, 4, 6"
ropinirole,Cardiac valve disease,"2012, 8, 2","2005, 4, 6"
ropinirole,Myocardial infarction,NA,#N/A
ropinirole,Tachycardia,"2019, 3, 29","2019, 3, 29"
ropinirole,Supraventricular tachycardia,"2008, 8, 8","2008, 8, 8"
ropinirole,Ventricular tachycardia,"2019, 3, 29","2019, 3, 29"
ropinirole,Myocardial ischaemia,NA,#N/A
ropinirole,Cardiac fibrillation,"2021, 7, 17","2021, 7, 17"
ropinirole,Bradycardia,NA,#N/A
ropinirole,Electrocardiogram abnormal,"2003, 12, 5","2003, 12, 5"
salmeterol,Cardiac disorder,"2021, 11, 29","2001, 5, 17"
salmeterol,Tachycardia,"2017, 2, 1","2000, 5, 3"
salmeterol,Supraventricular tachycardia,"2003, 6, 11","2003, 6, 11"
salmeterol,Ventricular tachycardia,"2008, 11, 18","2008, 11, 18"
salmeterol,Sustained ventricular tachycardia,"2008, 11, 18","2008, 11, 18"
scopolamine,Tachycardia,"2022, 2, 26","2000, 3, 4"
scopolamine,Bradycardia,"2022, 9, 27","2002, 1, 30"
secobarbital,Bradycardia,"2021, 2, 9","2021, 2, 9"
sertraline,Cardiac disorder,"2022, 7, 30","2010, 8, 21"
sertraline,Myocardial infarction,"2022, 10, 15","2000, 9, 30"
sertraline,Tachycardia,"2022, 10, 15","2001, 2, 24"
sertraline,Ventricular tachycardia,"2022, 10, 15","2010, 5, 22"
sertraline,Electrocardiogram QT prolonged,"2020, 11, 25","2003, 8, 28"
sertraline,Bradycardia,"2022, 9, 23","2008, 8, 30"
sertraline,Electrocardiogram QT corrected interval prolonged,"2019, 11, 30","2005, 9, 13"
sevoflurane,Cardiac arrest,"2022, 6, 1","2000, 4, 27"
sevoflurane,Cardiac disorder,"2022, 11, 20","2019, 2, 7"
sevoflurane,Tachycardia,"2022, 11, 23","2009, 11, 19"
sevoflurane,Ventricular tachycardia,"2022, 7, 19","2000, 1, 7"
sevoflurane,Electrocardiogram QT prolonged,"2020, 11, 17","2001, 3, 17"
sevoflurane,Bradycardia,"2022, 11, 23","2009, 4, 10"
sevoflurane,Electrocardiogram ST segment depression,"2009, 5, 26","2009, 5, 26"
sevoflurane,Electrocardiogram T wave inversion,NA,#N/A
sibutramine,Cardiovascular disorder,"2022, 12, 6","2008, 8, 30"
sibutramine,Cardiac arrest,"2022, 3, 5","2008, 8, 30"
sibutramine,Cardiac failure congestive,"2022, 3, 5","2001, 11, 8"
sibutramine,Myocardial infarction,"2022, 3, 5","2004, 8, 4"
sibutramine,Tachycardia,"2022, 3, 5","2003, 6, 5"
sibutramine,Supraventricular tachycardia,NA,#N/A
sibutramine,Ventricular tachycardia,"2022, 3, 5","2006, 10, 10"
sibutramine,Bradycardia,"2020, 3, 11","2020, 3, 11"
sibutramine,Electrocardiogram abnormal,"2008, 8, 30","2008, 8, 30"
sildenafil,Cardiovascular disorder,"2022, 12, 6","2021, 3, 4"
sildenafil,Cardiac arrest,"2022, 11, 22","2000, 7, 19"
sildenafil,Cardiac disorder,"2022, 10, 26","2020, 2, 18"
sildenafil,Cardiac failure,"2022, 11, 22","2018, 9, 6"
sildenafil,Myocardial infarction,"2022, 10, 8","2004, 7, 20"
sildenafil,Cardiogenic shock,"2017, 2, 22","2005, 3, 12"
sildenafil,Tachycardia,"2020, 10, 13","2001, 1, 1"
sildenafil,Sudden cardiac death,"2022, 8, 27","2000, 7, 19"
sildenafil,Myocardial ischaemia,"2022, 10, 1","2009, 4, 7"
sildenafil,Electrocardiogram abnormal,"2020, 9, 15","2000, 3, 29"
sildenafil,Cardiomyopathy,"2021, 7, 17","2003, 12, 9"
sotalol,Cardiovascular disorder,"2022, 11, 6","2019, 8, 24"
sotalol,Cardiac failure,"2022, 9, 16","2008, 12, 1"
sotalol,Myocardial infarction,"2020, 11, 2","2000, 4, 14"
sotalol,Cardiogenic shock,"2020, 4, 21","2008, 2, 23"
sotalol,Ventricular tachycardia,"2022, 11, 6","2014, 4, 16"
sotalol,Electrocardiogram QT prolonged,"2022, 11, 6","2008, 2, 23"
sotalol,Multifocal ventricular tachycardia,NA,#N/A
sotalol,Cardiac pain,"2022, 7, 14","2001, 2, 15"
sotalol,Bradycardia,"2022, 5, 19","2000, 2, 26"
sotalol,Electrocardiogram abnormal,"2022, 6, 26","2004, 6, 19"
sotalol,Non-sustained ventricular tachycardia,"2020, 11, 28","2001, 12, 4"
sotalol,Sustained ventricular tachycardia,"2021, 12, 11","2000, 3, 10"
sparfloxacin,Cardiovascular disorder,"2020, 3, 11","2000, 11, 15"
sparfloxacin,Tachycardia,"2017, 5, 27","2000, 11, 15"
sparfloxacin,Sinus bradycardia,NA,#N/A
sparfloxacin,Electrocardiogram PR shortened,NA,#N/A
sparfloxacin,Electrocardiogram abnormal,"2020, 3, 11","2001, 2, 22"
sparfloxacin,Cardio-respiratory arrest,"2003, 4, 2","2003, 4, 2"
vorinostat,Myocardial infarction,"2020, 3, 18","2010, 8, 6"
succinylcholine,Cardiac arrest,"2022, 6, 2","2000, 4, 25"
succinylcholine,Tachycardia,"2022, 11, 12","2000, 1, 29"
succinylcholine,Bradycardia,"2022, 11, 17","2000, 4, 11"
sulindac,Cardiac failure congestive,"2022, 6, 10","2004, 7, 9"
sulindac,Tachycardia,NA,#N/A
sumatriptan,Myocardial infarction,"2017, 6, 10","2000, 7, 27"
sumatriptan,Tachycardia,"2021, 7, 27","2000, 7, 6"
sumatriptan,Ventricular tachycardia,"2014, 6, 10","2012, 12, 12"
sumatriptan,Myocardial ischaemia,"2022, 6, 8","2000, 8, 12"
sumatriptan,Bradycardia-tachycardia syndrome,NA,#N/A
sumatriptan,Bradycardia,"2022, 5, 17","2022, 5, 17"
sumatriptan,Electrocardiogram change,"2021, 4, 3","2001, 3, 10"
sumatriptan,Cardiomyopathy,"2019, 10, 18","2006, 12, 8"
tamoxifen,Cardiovascular disorder,"2022, 11, 29","2020, 11, 8"
tamoxifen,Myocardial infarction,"2022, 11, 9","2003, 12, 23"
tamoxifen,Myocardial ischaemia,"2022, 11, 9","2009, 2, 25"
gatifloxacin,Tachycardia,"2012, 8, 9","2001, 3, 20"
gatifloxacin,Bradycardia,"2003, 1, 23","2003, 1, 23"
teniposide,Tachycardia,NA,#N/A
teniposide,Electrocardiogram change,NA,#N/A
teniposide,Cardiotoxicity,"2021, 9, 4","2005, 6, 28"
terazosin,Cardiac failure,"2022, 2, 22","2003, 1, 8"
terazosin,Tachycardia,"2008, 2, 13","2001, 8, 4"
terbutaline,Tachycardia,"2022, 1, 25","2000, 4, 25"
testosterone,Cardiac arrest,"2022, 2, 26","2002, 1, 17"
testosterone,Cardiac disorder,"2022, 11, 27","2021, 4, 7"
testosterone,Cardiac failure,"2022, 11, 3","2018, 7, 27"
testosterone,Myocardial infarction,"2022, 11, 6","2017, 2, 23"
testosterone,Tachycardia,"2022, 5, 8","2001, 3, 20"
thalidomide,Cardiac arrest,"2022, 5, 3","2005, 3, 31"
thalidomide,Cardiac disorder,"2022, 10, 1","2007, 7, 27"
thalidomide,Cardiac failure,"2022, 3, 26","2002, 2, 13"
thalidomide,Cardiac failure congestive,"2022, 3, 26","2002, 2, 13"
thalidomide,Myocardial infarction,"2020, 11, 8","2006, 3, 22"
thalidomide,Pericarditis,NA,#N/A
thalidomide,Tachycardia,"2021, 12, 20","2010, 8, 5"
thalidomide,Sinus bradycardia,"2020, 5, 28","2003, 4, 12"
thalidomide,Myocardial ischaemia,"2020, 11, 8","2005, 11, 23"
thalidomide,Bradycardia,"2020, 5, 28","2001, 7, 5"
thioridazine,Cardiac arrest,"2018, 2, 24","2002, 6, 4"
thioridazine,Tachycardia,"2022, 6, 26","2000, 4, 26"
thioridazine,Electrocardiogram U wave present,NA,#N/A
thioridazine,Electrocardiogram U-wave abnormality,NA,#N/A
thioridazine,Multifocal ventricular tachycardia,NA,#N/A
thioridazine,Ventricular tachycardia,"2022, 6, 26","2001, 2, 24"
thiothixene,Cardiac arrest,NA,#N/A
thiothixene,Tachycardia,"2022, 7, 2","2022, 7, 2"
tibolone,Myocardial infarction,"2010, 7, 1","2002, 10, 31"
timolol,Cardiac arrest,"2007, 4, 10","2001, 2, 24"
timolol,Cardiac disorder,"2022, 4, 22","2000, 3, 8"
timolol,Cardiac failure,"2022, 2, 15","2001, 2, 24"
timolol,Cardiac failure congestive,"2022, 2, 15","2001, 2, 24"
timolol,Cardiac failure acute,"2018, 3, 14","2004, 12, 14"
timolol,Bradycardia,"2022, 8, 25","2001, 7, 24"
tizanidine,Cardiac arrest,"2010, 3, 13","2010, 3, 13"
tizanidine,Cardiac disorder,"2022, 5, 26","2002, 11, 14"
tizanidine,Cardiac failure,"2022, 5, 26","2005, 4, 19"
tizanidine,Myocardial infarction,NA,#N/A
tizanidine,Tachycardia,"2018, 2, 23","2010, 3, 13"
tizanidine,Ventricular tachycardia,"2016, 3, 30","2010, 3, 13"
tizanidine,Electrocardiogram QT prolonged,"2016, 3, 30","2010, 3, 13"
tizanidine,Bradycardia,"2022, 7, 15","2003, 2, 25"
tizanidine,Cardio-respiratory arrest,"2010, 3, 13","2010, 3, 13"
tolmetin,Cardiac failure congestive,NA,#N/A
tolterodine,Tachycardia,"2022, 8, 23","2002, 1, 5"
topiramate,Cardiovascular disorder,"2022, 9, 7","2013, 4, 10"
topiramate,Cardiac disorder,"2022, 4, 18","2000, 12, 15"
topiramate,Tachycardia,"2016, 11, 30","2008, 3, 8"
topiramate,Sinus bradycardia,NA,#N/A
topiramate,Bradycardia,"2013, 6, 27","2013, 6, 27"
topiramate,Electrocardiogram abnormal,"2021, 1, 1","2007, 9, 12"
topotecan,Cardiac arrest,NA,#N/A
tramadol,Cardiovascular disorder,"2022, 11, 4","2013, 7, 20"
tramadol,Cardiac disorder,"2022, 11, 4","2002, 1, 16"
tramadol,Cardiac murmur,NA,#N/A
tramadol,Myocardial infarction,"2022, 5, 27","2004, 1, 31"
tramadol,Tachycardia,"2022, 10, 27","2000, 3, 10"
tramadol,Sinus tachycardia,"2022, 10, 27","2010, 12, 15"
tramadol,Myocardial ischaemia,"2021, 11, 4","2006, 9, 26"
tramadol,Acute myocardial infarction,"2020, 11, 26","2006, 9, 26"
tramadol,Bradycardia,"2022, 12, 1","2003, 3, 18"
tramadol,Electrocardiogram abnormal,"2022, 6, 7","2001, 7, 11"
tranylcypromine,Tachycardia,"2012, 9, 4","2001, 11, 29"
tranylcypromine,Bradycardia,"2012, 9, 4","2012, 9, 4"
trazodone,Cardiac arrest,"2020, 11, 13","2011, 7, 29"
trazodone,Cardiac failure congestive,"2022, 5, 5","2002, 1, 5"
trazodone,Myocardial infarction,"2022, 9, 23","2004, 11, 24"
trazodone,Tachycardia,"2022, 8, 6","2005, 3, 3"
trazodone,Ventricular tachycardia,"2022, 8, 6","2007, 11, 3"
trazodone,Sinus bradycardia,"2020, 1, 15","2020, 1, 15"
trazodone,Electrocardiogram QT prolonged,"2022, 8, 6","2007, 9, 15"
trazodone,Bradycardia,"2022, 9, 23","2011, 3, 1"
trazodone,Electrocardiogram PR prolongation,"2018, 5, 19","2018, 5, 19"
triamcinolone,Hypertrophic cardiomyopathy,NA,#N/A
triamcinolone,Cardiac arrest,"2000, 12, 29","2000, 12, 29"
triamcinolone,Cardiomegaly,"2016, 10, 28","2004, 10, 1"
triamcinolone,Cardiac failure congestive,"2021, 11, 12","2001, 5, 23"
triamcinolone,Myocardial rupture,NA,#N/A
triamcinolone,Myocardial infarction,"2019, 11, 27","2006, 9, 23"
triamcinolone,Tachycardia,"2022, 5, 17","2006, 9, 23"
triamcinolone,Bradycardia,"2017, 12, 22","2017, 12, 22"
trifluoperazine,Cardiac arrest,NA,#N/A
trihexyphenidyl,Tachycardia,"2022, 2, 26","2022, 2, 26"
trihexyphenidyl,Sinus bradycardia,NA,#N/A
trimipramine,Myocardial infarction,"2004, 11, 24","2004, 11, 24"
trimipramine,Tachycardia,"2012, 5, 31","2012, 5, 31"
troglitazone,Cardiac failure congestive,"2022, 1, 22","2000, 1, 22"
tropicamide,Tachycardia,"2014, 6, 8","2008, 8, 23"
tropisetron,Bradycardia,"2020, 12, 29","2010, 6, 24"
trospium,Cardiac disorder,"2005, 10, 22","2005, 10, 22"
trospium,Tachycardia,NA,#N/A
trospium,Supraventricular tachycardia,NA,#N/A
trospium,Electrocardiogram abnormal,NA,#N/A
delavirdine,Cardiac failure,NA,#N/A
delavirdine,Tachycardia,"2010, 11, 30","2010, 11, 30"
delavirdine,Bradycardia,NA,#N/A
delavirdine,Cardiomyopathy,"2006, 3, 2","2006, 3, 2"
venlafaxine,Cardiovascular disorder,"2022, 10, 20","2012, 1, 31"
venlafaxine,Cardiac arrest,"2021, 9, 29","2000, 3, 4"
venlafaxine,Cardiac disorder,"2022, 8, 13","2008, 4, 9"
venlafaxine,Cardiac failure congestive,"2022, 8, 13","2003, 3, 29"
venlafaxine,Myocardial infarction,"2022, 10, 20","2004, 9, 10"
venlafaxine,Tachycardia,"2022, 10, 20","2000, 8, 10"
venlafaxine,Supraventricular tachycardia,"2019, 11, 7","2006, 9, 23"
venlafaxine,Ventricular tachycardia,"2022, 10, 20","2001, 6, 8"
venlafaxine,Bradycardia,"2022, 3, 13","2011, 8, 9"
zalcitabine,Cardiac failure,"2021, 8, 28","2002, 10, 29"
zalcitabine,Tachycardia,"2014, 5, 7","2014, 5, 7"
zalcitabine,Cardiomyopathy,"2014, 12, 3","2001, 11, 14"
zaleplon,Pericardial effusion,NA,#N/A
zaleplon,Tachycardia,"2009, 2, 25","2006, 9, 6"
zaleplon,Ventricular tachycardia,NA,#N/A
zaleplon,Sinus bradycardia,NA,#N/A
zidovudine,Cardiac disorder,"2019, 12, 4","2000, 7, 27"
zidovudine,Cardiac failure congestive,"2021, 9, 22","2001, 12, 1"
zidovudine,Cardiomyopathy,"2018, 8, 14","2000, 9, 7"
zolmitriptan,Cardiac disorder,"2016, 7, 13","2000, 8, 12"
zolmitriptan,Myocardial infarction,"2016, 7, 13","2004, 1, 30"
zolmitriptan,Tachycardia,"2012, 2, 7","2012, 2, 7"
zolmitriptan,Ventricular tachycardia,NA,#N/A
zolmitriptan,Myocardial ischaemia,"2016, 9, 2","2002, 7, 19"
zolmitriptan,Bradycardia,NA,#N/A
zolmitriptan,Electrocardiogram abnormal,"2013, 10, 9","2013, 10, 9"
zolpidem,Cardiac disorder,"2021, 8, 28","2004, 9, 9"
zolpidem,Myocardial infarction,"2020, 3, 27","2015, 11, 3"
zolpidem,Tachycardia,"2019, 9, 13","2001, 8, 11"
zolpidem,Ventricular tachycardia,"2019, 9, 13","2006, 2, 2"
zonisamide,Cardiac failure,"2013, 9, 26","2013, 9, 26"
zonisamide,Tachycardia,"2014, 7, 22","2014, 7, 22"
zonisamide,Bradycardia,NA,#N/A
zopiclone,Tachycardia,"2008, 7, 10","2000, 9, 12"
phentolamine,Cardiac disorder,"2022, 9, 22","2000, 8, 10"
phentolamine,Myocardial infarction,"2022, 6, 14","2001, 5, 23"
phentolamine,Tachycardia,"2022, 1, 25","2000, 4, 14"
phentolamine,Bradycardia,"2019, 9, 11","2000, 8, 24"
tetrabenazine,Cardiac disorder,"2018, 5, 13","2017, 4, 4"
tetrabenazine,Bradycardia,NA,#N/A
cyclizine,Tachycardia,"2017, 8, 24","2017, 8, 24"
diethylpropion,Cardiac valve disease,"2003, 4, 11","2001, 8, 16"
diethylpropion,Tachycardia,"2019, 7, 29","2019, 7, 29"
diethylpropion,Electrocardiogram change,"2009, 7, 1","2009, 7, 1"
chloroprocaine,Cardiac arrest,"2014, 9, 6","2001, 5, 23"
chloroprocaine,Tachycardia,"2015, 9, 16","2015, 9, 16"
chloroprocaine,Bradycardia,"2021, 3, 30","2001, 5, 23"
methohexital,Tachycardia,"2020, 6, 23","2002, 5, 2"
methohexital,Cardio-respiratory arrest,"2015, 9, 10","2015, 9, 10"
methohexital,Cardiovascular insufficiency,NA,#N/A
aminophylline,Cardiac flutter,"2001, 10, 5","2001, 10, 5"
aminophylline,Tachycardia,"2022, 9, 20","2000, 2, 15"
aminophylline,Sinus tachycardia,"2011, 12, 20","2001, 10, 5"
aminophylline,Supraventricular tachycardia,"2014, 12, 2","2001, 10, 5"
aminophylline,Multifocal atrial tachycardia,"2011, 2, 3","2011, 2, 3"
aminophylline,Atrial tachycardia,"2014, 12, 2","2004, 11, 10"
dimenhydrinate,Tachycardia,"2010, 3, 6","2010, 3, 6"
zuclopenthixol,Cardiac disorder,"2017, 9, 13","2017, 9, 13"
zuclopenthixol,Tachycardia,"2022, 3, 29","2007, 4, 25"
zuclopenthixol,Ventricular tachycardia,"2017, 9, 13","2017, 9, 13"
zuclopenthixol,Electrocardiogram QT prolonged,"2017, 9, 13","2017, 9, 13"
phendimetrazine,Cardiac valve disease,"2001, 2, 24","2001, 2, 24"
phendimetrazine,Tachycardia,"2016, 3, 5","2016, 3, 5"
pimozide,Cardiac disorder,"2022, 6, 26","2000, 3, 31"
pimozide,Tachycardia,"2022, 6, 26","2000, 3, 31"
pimozide,Ventricular tachycardia,"2022, 6, 26","2000, 3, 31"
pimozide,Electrocardiogram QT prolonged,"2022, 6, 26","2001, 2, 24"
pimozide,Electrocardiogram U wave present,NA,#N/A
pimozide,Electrocardiogram U-wave abnormality,NA,#N/A
pimozide,Electrocardiogram abnormal,"2022, 6, 26","2000, 3, 31"
pimozide,Electrocardiogram change,"2022, 6, 26","2000, 7, 25"
hydrocodone,Non-cardiac chest pain,NA,#N/A
molindone,Tachycardia,NA,#N/A
dexrazoxane,Cardiac disorder,"2022, 10, 29","2016, 2, 24"
dexrazoxane,Cardiac failure congestive,"2022, 9, 27","2006, 6, 20"
dexrazoxane,Cardiotoxicity,"2022, 11, 30","2018, 6, 8"
fludrocortisone,Cardiomegaly,"2013, 5, 8","2001, 10, 17"
metipranolol,Myocardial infarction,NA,#N/A
metipranolol,Bradycardia,"2021, 6, 12","2008, 8, 19"
etomidate,Tachycardia,"2022, 10, 19","2002, 1, 17"
etomidate,Bradycardia,"2022, 1, 13","2003, 2, 1"
dobutamine,Tachycardia,"2022, 9, 13","2008, 9, 23"
bezafibrate,Myocardial infarction,"2018, 6, 5","2000, 3, 15"
vecuronium,Cardiac disorder,"2022, 2, 1","2004, 10, 27"
vecuronium,Tachycardia,"2021, 10, 30","2000, 4, 8"
sufentanil,Cardiac arrest,"2022, 9, 17","2002, 7, 1"
sufentanil,Tachycardia,"2022, 11, 23","2004, 10, 12"
sufentanil,Bradycardia,"2022, 11, 23","2000, 6, 6"
desflurane,Cardiac arrest,"2019, 6, 17","2002, 1, 17"
desflurane,Cardiac disorder,"2022, 3, 19","2002, 1, 17"
desflurane,Myocardial infarction,"2022, 2, 17","2001, 1, 3"
desflurane,Tachycardia,"2021, 8, 24","2000, 3, 29"
desflurane,Myocardial ischaemia,"2022, 2, 17","2000, 11, 30"
desflurane,Bradycardia,"2021, 8, 17","2006, 5, 2"
desflurane,Electrocardiogram T wave inversion,NA,#N/A
desflurane,Electrocardiogram abnormal,"2022, 3, 19","2008, 3, 8"
desflurane,Electrocardiogram ST-T change,NA,#N/A
cisatracurium,Cardiovascular disorder,"2022, 7, 9","2003, 2, 5"
cisatracurium,Cardiac arrest,"2019, 1, 19","2008, 4, 9"
cisatracurium,Tachycardia,"2022, 2, 8","2002, 8, 1"
cisatracurium,Bradycardia,"2022, 7, 14","2002, 7, 13"
alfentanil,Cardiac arrest,"2021, 2, 9","2004, 4, 1"
alfentanil,Cardiac disorder,"2022, 9, 20","2000, 11, 21"
alfentanil,Tachycardia,"2020, 2, 7","2000, 4, 8"
alfentanil,Bradycardia,"2022, 8, 17","2001, 5, 15"
clarithromycin,Cardiac arrest,"2019, 3, 21","2000, 6, 1"
clarithromycin,Cardiac disorder,"2022, 9, 13","2012, 3, 1"
clarithromycin,Ventricular tachycardia,"2019, 4, 14","2001, 11, 27"
clarithromycin,Electrocardiogram QT prolonged,"2021, 10, 20","2002, 6, 18"
atomoxetine,Cardiac disorder,"2021, 5, 25","2003, 2, 4"
atomoxetine,Tachycardia,"2021, 5, 18","2005, 12, 29"
atomoxetine,Sinus tachycardia,"2007, 2, 20","2007, 2, 20"
milnacipran,Cardiac disorder,"2021, 3, 6","2010, 2, 23"
milnacipran,Tachycardia,"2019, 3, 7","2011, 12, 27"
milnacipran,Supraventricular tachycardia,NA,#N/A
fosphenytoin,Cardiac arrest,"2021, 3, 6","2001, 3, 10"
fosphenytoin,Cardiomegaly,NA,#N/A
fosphenytoin,Cardiac failure congestive,"2017, 3, 28","2017, 3, 28"
fosphenytoin,Tachycardia,"2018, 4, 15","2005, 1, 29"
fosphenytoin,Sinus bradycardia,"2006, 1, 26","2006, 1, 26"
fosphenytoin,Bradycardia,"2021, 2, 4","2005, 1, 29"
ranolazine,Cardiac disorder,"2022, 11, 25","2019, 2, 18"
ranolazine,Electrocardiogram QT prolonged,"2022, 10, 7","2004, 3, 20"
